AUDI;AUDI TT 2T COUPE;1998;2005;8561BGNCABZ;8000;1;Премиум Класс
AUDI;AUDI TT 2T COUPE;2006; ;8591BGSCAJXW;13700;0;Премиум Класс
AUDI;AUDI Q7 ТЕМНО СЕРОЕ;2006;3000;8588BZPRA;7650;0;Бизнес Класс
AUDI;AUDI Q7;2006;3000;8588BGSRA;13100;0;Премиум Класс
BMW;BMW 1-SERIES (E87) 5D HBK;2004;3000;2448BGNHAB1F;8400;1;Премиум Класс
BMW;BMW 1 SERIES E87 купе;2007;3000;2448BGNCAZ;6200;1;Премиум Класс
BMW;BMW 3 E 21 (WS0813);1975;1983;2421BCLS;1500;1;OEM Класс
BMW;BMW 3 E 30 (WS1276);1983;1991;2425BCLS;2000;1;OEM Класс
BMW;BMW 3 E 30 (WS1276);1983;1991;2425BGNBZ;2000;1;OEM Класс
BMW;BMW 3 E 36 4D Sed.[антенна];1990;1998;2431BGNSA;3600;1;Эконом Класс
BMW;BMW 3 E 36 LIM (WS 1736);1990;3000;2431BGNSA;5000;1;Бизнес Класс
BMW;BMW 3 E 36 LIM (WS 1736);1990;3000;2431BGNSAB;5500;1;Премиум Класс
BMW;BMW 3 E 36 COMPACT;1994;2001;2431BGNH;5900;0;Премиум Класс
BMW;BMW 3 E 36 COUPE;1992;1998;2432BGNCA;3500;1;Эконом Класс
BMW;BMW 3 E 36 COUPE;1992;1998;2432BGNCA;4200;1;Премиум Класс
BMW;BMW 3 E 46 4D Sed.[антенна+окно STOP];1998;3000;2436BGNSAB;4000;1;Средний Класс
BMW;BMW 3 E 46 LIM;1999;2005;2436BGNSABJW1K;7000;1;Премиум Класс
BMW;BMW 3 E 46 COUPE;1999;3000;2437BGNCABGQW;7900;1;Премиум Класс
BMW;BMW 3 E 46 COUPE;1999;3000;2437BGNC;4000;1;Эконом Класс
BMW;BMW 3 E 46 компакт 2001-09/2001;2001;2001;2442BGSHABGP;8100;1;Премиум Класс
BMW;BMW 3 E 46 универсал;1998;3000;2436BGNE;4500;1;Эконом Класс
BMW;BMW 3 E 90 4T;2005;3000;2447BGNS;4000;2;Эконом Класс
BMW;BMW 3 E 90 4T;2005;3000;2447BGNSABJW;9300;2;Премиум Класс
BMW;BMW 3 E 92 купе;2005;3000;2454BGSCB;4500;1;Эконом Класс
BMW;BMW 3 E 92 купе;2005;3000;2454BGSCB;7850;0;Премиум Класс
BMW;BMW 5 E 34 универсал ОТВ амер.версия;1992;1995;2426BGNEAF;13250;1;OEM Класс
BMW;BMW 5 E 34;1988;1995;2426BGNSAF;4600;2;Эконом Класс
BMW;BMW 5 E 34;1988;1995;2426BGNSA1E;7000;1;Премиум Класс
BMW;BMW 5 E 39;1995;3000;2434BGNSAB;3500;1;Эконом Класс
BMW;BMW 5 E 39;1995;3000;2434BGNSAB;4300;1;Премиум Класс
BMW;BMW 5 E 39 универсал;1997;2004;2434BGNEABZ;10100;1;Премиум Класс
BMW;BMW 5 E 39 универсал;1997;3000;2434BGNE;5400;1;Эконом Класс
BMW;BMW 5 E 60 SED;2003;2005;2445BGSS;5000;2;Эконом Класс
BMW;BMW 5 E 60 SED триплекс;2003;2005;2445BGSSK;6300;1;Эконом Класс
BMW;BMW 5 E 60 SED;2003;2005;2445BGSSABG;8000;2;Премиум Класс
BMW;BMW 5 E 61 универс;2004;2005;2445BGSEOW;23100;1;Премиум Класс
BMW;BMW F10 5-SERIE;2010; ;2459BGSS;6700;2;Эконом Класс
BMW;BMW 6 E 63 coupe триплекс;2003;3000;2446BGSCAB;6300;0;Эконом Класс
BMW;BMW 6 E 63 coupe;2003;3000;2446BGSCABZ;11600;1;Премиум Класс
BMW;BMW 7 E 32 [обогрев+антенна][триплекс];1986;1994;2427BGNSAK;4600;1;Средний Класс
BMW;BMW 7 E 38;1994;2001;2433BGNSA;3900;1;Эконом Класс
BMW;BMW 7 E 38;1994;2001;2433BGNSA;4900;1;Премиум Класс
BMW;BMW 7 E 65 +ANT;2001;3000;2443BGSSAGJP;10700;1;Премиум Класс
BMW;BMW 7 E 65 +ANT триплекс;2001;3000;2443BGSSAGJPK;6000;1;Эконом Класс
BMW;BMW 7-SERIE 750LI F01/F02 4D SEDAN;2009;3000;2457BGNS;4000;1;Эконом Класс
BMW;BMW 7-SERIE 750LI F01/F02 4D SEDAN;2009;3000;2457BGNS;4000;1;Эконом Класс
BMW;BMW 7 F01 седан;2008;3000;2457BGSSAI;8400;1;Премиум Класс
BMW;BMW MINI 3D HBK;2001;2006;2440BGSH;8500;1;Премиум Класс
BMW;BMW MINI 3D HBK;2006;3000;2455BGSHAB;8400;1;Премиум Класс
BMW;BMW MINI 4дв.;2007;3000;2455BGSEL;3500;1;Премиум Класс
BMW;BMW MINI 4дв.;2007;3000;2455BGSER;3500;1;Премиум Класс
BMW;BMW X1 SUV;2010;3000;2460BGSR;6700;2;Эконом Класс
BMW;BMW X3 5J;2004;3000;2449BGSRAG;4000;1;Эконом Класс
BMW;BMW X3 E83. [антенна];2004;3000;2449BGNRAG;4800;1;Средний Класс
BMW;BMW X3 E83. [антенна];2004;3000;2449BGSRAGW;7200;1;Премиум Класс
BMW;BMW X5 5J + ANT;2000;2006;2439BGNRA;4000;0;Эконом Класс
BMW;BMW X5 5J + ANT;2000;2006;2439BGSRAW;6650;0;Премиум Класс
BMW;BMW X5 5J + ANT темное;2000;2006;2439BGPRAW;9200;2;Премиум Класс
BMW;BMW X5 5J;2006;3000;2452BGSRAW;9800;2;Эконом Класс
BMW;BMW X5 5J + ANT;2006;3000;2452BGSRAW;23800;1;Премиум Класс
BMW;BMW X5 5J + ANT темное;2006;3000;2452BYPRAW;20000;1;OEM Класс
BMW;BMW X6 5J E71;2008;3000;2456BGSR;6500;1;Эконом Класс
BMW;BMW X6 5J E71+ ANT;2008;3000;2456BGSRA;17600;1;OEM Класс
BMW;BMW Z3 ROADSTER, 2T COUPE;1996;2003;2435BGNC;5300;1;Премиум Класс
BYD;BYD F3 HBK;2007;3000;F3-R;1;0;OEM Класс
BUICK;BUICK PARK AVENUE 4D SED;1997;2003;DB09165;6000;1;Эконом Класс
BUICK;BUICK CENTURY 4D SEDAN;2000;2001;DB09820;6000;1;Эконом Класс
BUICK;BUICK RENDEZVOUS 4D UTILITY 1отв;2002;2005;DB09924;5400;1;Эконом Класс
BUICK;BUICK RENDEZVOUS 4D UTILITY 1отв;2002;2005;DB09924;5400;1;Эконом Класс
CADILLAC;CADILLAC CTS 4D SEDAN;2003;3000;CTS;6300;1;Эконом Класс
CADILLAC;CADILLAC STS 4D SEDAN;2005;3000;STS;7300;1;Эконом Класс
CADILLAC;CADILLAC DEVILLE 4D SEDAN;1994;3000;DB08562;5500;1;Эконом Класс
CADILLAC;CADILLAC SRX 4D UTILITY;2004;2008;DB10485;5000;1;Эконом Класс
CITROEN;CITROEN BERLINGO левое;1996;2001;2724BGNVL;2400;1;Эконом Класс
CITROEN;CITROEN BERLINGO правое с подогр;1996;2001;2724BGNVR;2400;1;Эконом Класс
CITROEN;CITROEN BERLINGO правое с подогр;1996;2001;2724BGNVR;2400;0;Премиум Класс
CITROEN;CITROEN BERLINGO / PARTNER KLAPA;1996;2001;2724BGNV;3000;2;Эконом Класс
CITROEN;CITROEN BERLINGO / PARTNER KLAPA;1996;2001;2724BCLV;4350;1;Премиум Класс
CITROEN;CITROEN BERLINGO / PEUGEOT PARTNER TEPEE 1 отверстие, левое с подогревом;2008;3000;2741BGNVL;3100;1;Бизнес Класс
CITROEN;CITROEN BERLINGO / PEUGEOT PARTNER TEPEE 1 отверстие, левое с подогревом;2008;3000;2741BGNVL;3800;1;Премиум Класс
CITROEN;CITROEN BERLINGO / PEUGEOT PARTNER TEPEE;2008;3000;2741BGNVRU;2400;1;Бизнес Класс
CITROEN;CITROEN BERLINGO / PEUGEOT PARTNER TEPEE;2008;3000;2741BGNVRU;2600;1;Премиум Класс
CITROEN;CITROEN XSARA KOMBI;1997;3000;2725BGNE;3000;1;Эконом Класс
CITROEN;CITROEN XSARA KOMBI (WS 2725);1997;3000;2725BGNE;5000;1;OEM Класс
CITROEN;CITROEN C2 5дв 1отв;2003;3000;2731BGSHBW;7600;0;Премиум Класс
CITROEN;CITROEN C2 3дв;2003;3000;2731BGSHB1J;7000;1;Премиум Класс
CITROEN;CITROEN C2 3дв;2003;3000;2731BGSHB1J;7000;1;Премиум Класс
CITROEN;CITROEN C2 3дв;2003;3000;2731BGSHB1R;7000;1;Премиум Класс
CITROEN;CITROEN C2 3дв 3отв;2003;3000;2731BGSHB1H;4000;1;Эконом Класс
CITROEN;CITROEN C3 3T HB ( верхний );2002;3000;13016BGSH;5600;1;Бизнес Класс
CITROEN;CITROEN C3 5T 1отв;2002;3000;2726BGSH;8100;1;Премиум Класс
CITROEN;CITROEN C3 II 5T;2009;3000;2743BGSH;5500;1;Премиум Класс
CITROEN;CITROEN C4 3D верх;2004;3000;2732BGSHY2J;4900;1;Премиум Класс
CITROEN;CITROEN C4 3D верх;2005;3000;2732BGSHY2J;3800;1;Эконом Класс
CITROEN;CITROEN C4 3D нижний 1отв,;2005;3000;2732BGSHB1J;4000;0;Эконом Класс
CITROEN;CITROEN C4 5d 1отв 11/04-;2005;3000;2732BGSHA;5000;0;Премиум Класс
CITROEN;CITROEN C4 4D;2004;3000;2732BGSS;9050;1;Бизнес Класс
CITROEN;CITROEN C-CROSSER темное;2007;3000;2738BGNR;1;0;OEM Класс
CITROEN;CITROEN DS3 3 дв.;2010;3000;2745BGSH;5000;1;Премиум Класс
CITROEN;CITROEN PICASSO;2002;3000;2729BGSM;4000;1;Эконом Класс
CITROEN;CITROEN PICASSO;2007;3000;2735BGNMO1H;6500;1;Эконом Класс
CITROEN;CITROEN PICASSO;2007;3000;2735BGNMO1H;6500;1;Эконом Класс
CITROEN;CITROEN C4 GRAND PICASSO;2006;3000;2735BGSM1J;5800;1;Премиум Класс
CITROEN;CITROEN C4 GRAND PICASSO;2006;3000;2735BGSM1J;5800;1;Премиум Класс
CITROEN;CITROEN C4 GRAND PICASSO;2006;3000;2735BGDM1J;6800;1;Премиум Класс
CITROEN;CITROEN C5;2000;2005;2727BGSHBZ;15800;1;Премиум Класс
CITROEN;CITROEN C5 отв.;2000;2005;2727BGSHBZ1H;17200;1;Премиум Класс
CITROEN;CITROEN C5 II;2008;3000;2740BGSSAZ;11650;1;Премиум Класс
CITROEN;CITROEN C8 / 807 (WS 6546) затемн.;2002;3000;2728BGDVB;6250;1;Премиум Класс
CITROEN;CITROEN SAXO 3/5T 1995-08/2003;1996;2003;2723BGNH;4300;1;Премиум Класс
LIFAN;LIFAN LIFAN LF7160 520 SED/HBK;2007;3000;LIFAN520 RW;4000;1;Эконом Класс
CHERY;CHERY AMULET 4D Liftbeck A11;2001;3000;7603BGNHB;4500;1;OEM Класс
CHERY;CHERY AMULET 4D Liftbeck A11;2001;3000;7603BGNHB;3000;1;Эконом Класс
CHERY;CHERY FORA SED;2006;3000;A21BGNS;2500;2;Эконом Класс
CHERY;CHERY FORA SED;2006;3000;A21BGNS;3400;1;OEM Класс
CHERY;CHERY TIGGO;2007;3000;9595BGNRB;3500;1;Средний Класс
CHERY;CHERY TIGGO;2007;3000;9595BGNRB;3000;2;Эконом Класс
CHERY;CHERY TIGGO молдинг;2007;3000;T11XBGRB;4000;0;OEM Класс
ТаГаз;ТаГаз ТаГаз Vega;2009;3000;57900T;6800;3;OEM Класс
CHERY;CHERY KIMO;2007;3000;S12XBGNH;6700;0;OEM Класс
CHERY;CHERY Sweet QQ6;2006;2009;S21-5206020;3000;1;Средний Класс
CHEVROLET;CHEVROLET AVEO;2006;3000;3022BGNS;3000;2;Эконом Класс
CHEVROLET;CHEVROLET AVEO;2006;3000;3022BGNS;3000;2;Средний Класс
CHEVROLET;CHEVROLET BLAZER S10 10отв;1991;1995;DB07997 RW;6400;1;Эконом Класс
CHEVROLET;CHEVROLET CAVALIER 4D;1996;3000;DB08662 RW;5500;1;Эконом Класс
CHEVROLET;CHEVROLET CAPTIVA  без отв;2006;3000;3024BGNR;7000;1;OEM Класс
CHEVROLET;CHEVROLET CAPTIVA  6отв;2006;3000;3024BGSRO1H;4500;1;Эконом Класс
CHEVROLET;CHEVROLET CAPRICE/IMPALA 4D SEDAN;1994;3000;DB07838;6500;1;Эконом Класс
CHEVROLET;CHEVROLET CRUZE;2009;3000;3026BGNS;7050;1;Бизнес Класс
CHEVROLET;CHEVROLET CRUZE;2009;3000;3026BGNS;4200;0;Эконом Класс
CHEVROLET;CHEVROLET LACETTI 4d;2005;3000;3016BGNSA;3500;1;Эконом Класс
CHEVROLET;CHEVROLET LACETTI 4d;2005;3000;3016BGNS;8650;1;Премиум Класс
CHEVROLET;CHEVROLET LACETTI 4d+ANT;2005;3000;3016BGNSA;8650;1;OEM Класс
CHEVROLET;CHEVROLET LACETTI / NUBIRA хечбек;2004;3000;3016BGNH;4000;1;Эконом Класс
CHEVROLET;CHEVROLET LACETTI / NUBIRA хечбек;2004;3000;3016BGNH;4000;2;Эконом Класс
CHEVROLET;CHEVROLET LACETTI / NUBIRA хечбек;2003;2008;3016BGNH;7200;1;OEM Класс
CHEVROLET;CHEVROLET LUMINA APV MINI VAN 4отв;1990;1993;DB07663 RW;5400;1;Эконом Класс
CHEVROLET;CHEVROLET LUMINA APV MINI VAN 5отв;1993;1996;DB08600 RW;4800;1;Эконом Класс
CHEVROLET;CHEVROLET SPARK / MATIZ II;2005;3000;3017BGNHB;6800;1;Премиум Класс
CHEVROLET;CHEVROLET SPARK / MATIZ II 4отв;2005;3000;3017BGNHB1H;5800;1;Премиум Класс
CHEVROLET;CHEVROLET TRAILBLAZER / GMC ENVOY / ISUZU ASCENDER 2отв ( с ручкой );2003;2006;AC77BGNR;11000;0;Эконом Класс
CHEVROLET;CHEVROLET TAHOE,Suburban.Cadillac Escalade;2007;3000;DB11173 RW;4500;1;Эконом Класс
CHEVROLET;CHEVROLET TAHOE,Suburban.Cadillac Escalade;2007;3000;DB11173G;5500;1;Средний Класс
OPEL;OPEL VENTURE MINI VAN/ O,SINTRA 1отв.;1997;2000;DW1293 RW;6700;1;Эконом Класс
CHRYSLER;CHRYSLER GRAND VOYAGER II / TOWN & COUNTRY без отв;1992;1993;A215BGNV;3400;1;Эконом Класс
CHRYSLER;CHRYSLER GRAND VOYAGER II / TOWN & COUNTRY (с 2 отв,);1994;1995;A215BGNVB1R;3500;1;Эконом Класс
CHRYSLER;CHRYSLER VOYAGER/TOWN&COUNTRY/DODGE CARAVAN 1отв;1996;2000;A223BGNVB;4600;1;Эконом Класс
CHRYSLER;CHRYSLER VOYAGER/TOWN&COUNTRY/DODGE CARAVAN;2008;2009;A230BGSV;5500;1;Эконом Класс
CHRYSLER;CHRYSLER CROSSFIRE;2003;3000;A231BGSCABW;13900;0;Премиум Класс
CHRYSLER;CHRYSLER CONCORDE 4D SEDAN;1998;3000;DB09377 RW;4400;1;Эконом Класс
CHRYSLER;CHRYSLER PACIFICA 4D Utility;2004;3000;DB10444 RW;7500;1;Эконом Класс
CHRYSLER;CHRYSLER SEBRING 4D SED;1995;2001;DB08838 RW;5000;1;Эконом Класс
CHRYSLER;CHRYSLER SEBRING 4D SED;2001;2007;A228BGNS;6500;1;Эконом Класс
CHRYSLER;CHRYSLER SEBRING 4D SED;2007;2008;DW11313 RW;7500;1;Эконом Класс
CHRYSLER;CHRYSLER STRATUS =DW01198;1995;3000;A219BGNS;6500;1;Эконом Класс
CHRYSLER;CHRYSLER CIRRUS 4D =DB08742;1995;3000;A219BGSS;5600;1;Эконом Класс
CHRYSLER;CHRYSLER 300 C 4d;2002;2004;DB09378 RW;6900;1;Эконом Класс
CHRYSLER;CHRYSLER 300 C 4d;2004;3000;DB11678 RW;35100;1;Премиум Класс
CHRYSLER;CHRYSLER PT CRUISER;2000;2005;A224BGSVB;3500;1;Эконом Класс
CHRYSLER;CHRYSLER PT CRUISER;2000;2005;A224BGNVBW;5000;1;Средний Класс
DODGE;DODGE AVENGER 4D SEDAN;2008;3000;DB11314 RW;7400;1;Эконом Класс
DODGE;DODGE DURANGO 4D UTILITY;1998;1999;DB09585 RW;5000;1;Эконом Класс
DODGE;DODGE DURANGO 4D UTILITY;1998;1999;DB09284 RW;5000;1;Эконом Класс
DODGE;DODGE DURANGO 4D UTILITY;2004;2005;DB10627 RW;5500;1;Эконом Класс
DODGE;DODGE DURANGO 4D UTILITY;2007;3000;DB10626 RW;5500;1;Эконом Класс
DODGE;DODGE JOURNEY 4D UTILITY ;2009;3000;AD50BGSR;6000;1;Эконом Класс
DODGE;DODGE PICKUP 4D CREW CAB;2002;2004;DB10077 RW;6500;1;Эконом Класс
DODGE;DODGE INTREPID LH BODY 4D SEDAN;1998;3000;DB09376 RW;6500;1;Эконом Класс
DODGE;DODGE CALIBER;2006;3000;AD47BGNM;4300;1;Эконом Класс
DODGE;DODGE CALIBER;2006;3000;AD47BGNM;12700;1;Премиум Класс
CHRYSLER;CHRYSLER VOYAGER 2отв;1991;1995;DW08038 RW;3600;1;Эконом Класс
CHRYSLER;CHRYSLER VOYAGER (с 2 отв, стоп);1992;1993;DB07942 RW;6000;1;Эконом Класс
CHRYSLER;CHRYSLER GRAND CARAVAN MINI VAN;2001;3000;DB09847 RW;6500;1;Эконом Класс
DODGE;DODGE MAGNUM STATION WAGON;2005;2006;DB10712 RW;7500;1;Эконом Класс
DODGE;DODGE NEON 2/4D;1995;1999;DB08577 RW;5000;1;Эконом Класс
DODGE;DODGE NEON 4D;2000;3000;DB09590 RW;4500;1;Эконом Класс
DODGE;DODGE NITRO;2007;3000;AD48BGSR;6500;1;Эконом Класс
DODGE;DODGE NITRO;2007;3000;AD48BGSR;14500;1;Премиум Класс
DAIHATSU;DAIHATSU YRV M201G 1отв;2000;3000;2926BGNV;4500;1;Эконом Класс
DAIHATSU;DAIHATSU STORIA / SIRION 5D / TOYOTA DUET M100;1998;3000;2923BGNH;4800;0;Эконом Класс
DAIHATSU;DAIHATSU CHARADE / MIRA VI / CUORE 3/5D;2003;2008;2927BGNH;7500;1;Премиум Класс
DAIHATSU;DAIHATSU CHARADE / MIRA VI / CUORE 3/5D;2003;2008;2927BGNH;4600;1;Эконом Класс
DAIHATSU;DAIHATSU CHARADE / MIRA VI / CUORE 3/5D;2003;2008;2927BGNH;4600;1;Эконом Класс
DAIHATSU;DAIHATSU CHARADE / MIRA VI / CUORE 3/5D;2003;2008;2927BGNH;4600;1;Эконом Класс
DAIHATSU;DAIHATSU PYZAR 5D;1996;3000;2921BGNV;4450;1;Эконом Класс
DAIHATSU;DAIHATSU ROCKY/FEROSA;1990;3000;F300;4000;1;Эконом Класс
DAIHATSU;DAIHATSU TERIOS / TOYOTA CAMY 5D WAGON 1отв;1997;2006;2922BGNE1H;5000;1;Эконом Класс
DAIHATSU;DAIHATSU TERIOS / TOYOTA RUSH 5D SUV 1отв;2006;3000;2931BG;4400;1;Эконом Класс
DAIHATSU;DAIHATSU BOON / SIRION / TOY PASSO 5D HBK;2004;3000;2930BGNH;4000;2;Эконом Класс
DAIHATSU;DAIHATSU BOON / SIRION / TOY PASSO 5D HBK;2004;3000;2930BGNH;5500;1;Премиум Класс
DAEWOO;DAEWOO ESPERO;1995;3000;3001BGNS;4000;2;Премиум Класс
DAEWOO;DAEWOO KALOS / CHEV AVEO 5D HBK;2002;2008;3014BGSH;3100;0;Эконом Класс
DAEWOO;DAEWOO KALOS / CHEV AVEO 5D HBK;2002;2008;3014BGSHW;4300;0;Премиум Класс
DAEWOO;DAEWOO KALOS / CHEV AVEO 5D HBK;2002;2008;3014BCLHW;6900;1;OEM Класс
DAEWOO;DAEWOO KALOS;2003;3000;3014BGSS;3400;1;Эконом Класс
DAEWOO;DAEWOO KALOS;2003;3000;3014BGSS;3400;2;Эконом Класс
DAEWOO;DAEWOO KALOS;2003;3000;3014BGSS;3400;1;Эконом Класс
DAEWOO;DAEWOO KALOS / CHEV AVEO SED;2003;2006;3014BGSSA;4000;1;OEM Класс
DAEWOO;DAEWOO LANOS 4D SED;1997;2003;3003BCLS;2550;1;Премиум Класс
DAEWOO;DAEWOO LANOS 3/5T 1 HOLE;1997;2000;3003BGNH;5300;0;Премиум Класс
DAEWOO;DAEWOO LANOS 3/5D 5 HOLES;1997;2000;3003BGNH1H;4500;1;Эконом Класс
DAEWOO;DAEWOO LANOS 3/5D 5 HOLES;2002;2003;3003BGNH1H;7150;1;OEM Класс
DAEWOO;DAEWOO LEGANZA;1997;3000;3005BGNS;3400;0;Премиум Класс
DAEWOO;DAEWOO MATIZ / QQ / SWIT;1998;2005;3006BGNH;2800;0;Эконом Класс
DAEWOO;DAEWOO MATIZ;1998;2005;3006BCLHW;4050;0;Премиум Класс
DAEWOO;DAEWOO NEXIA / RACER 4D SEDAN 84-91;1995;1997;3000BGNS;2900;0;Средний Класс
DAEWOO;DAEWOO NEXIA 3/5T HB;1995;1997;3000BGNH;2400;1;OEM Класс
DAEWOO;DAEWOO EVANDA / MAGNUS SED;2002;2006;3012BGNSA;4400;1;OEM Класс
DAEWOO;DAEWOO EVANDA / MAGNUS SED;2002;2006;3012BGNSA;4400;1;Премиум Класс
DAEWOO;DAEWOO NUBIRA I 4T узкая шелкогр;1997;2003;3004BGNSA;3500;1;Эконом Класс
DAEWOO;DAEWOO NUBIRA 5T HB;1997;2003;3004BGNH;5000;1;Эконом Класс
DAEWOO;DAEWOO NUBIRA 5T HB;1997;2003;3004BGNH;10950;3;Премиум Класс
DAEWOO;DAEWOO NUBIRA KOMBI отв;1997;2003;3004BGNE;4000;1;Эконом Класс
DAEWOO;DAEWOO NUBIRA универсал;2004;3000;3016BGNEW;3600;1;Премиум Класс
DAEWOO;DAEWOO NUBIRA универсал;2004;3000;3016BGNEW;3600;1;Премиум Класс
DAEWOO;DAEWOO TACUMA / REZZO 1отв;2003;3000;3011BGNVAB;4400;2;Эконом Класс
DAEWOO;DAEWOO TICO;1996;3000;3002BGNH;3500;1;Премиум Класс
FIAT ;FIAT 500 II 2C;2007;3000;3366BGSHB;4500;1;Эконом Класс
FIAT;FIAT ALBEA SED / SOLE;2007;3000;3349BGNS1J;3600;1;Премиум Класс
FIAT;FIAT BRAWO 3d 1отв + ST;1995;2001;3348BGSHBZ;7400;1;OEM Класс
FIAT;FIAT BRAWO 3d 5отв + ST;1995;2001;3348BGSHBZ1H;7800;1;OEM Класс
FIAT;FIAT BRAWO 3d 5отв + ST;1995;2001;3348BGSHBZ1H;7800;1;OEM Класс
FIAT;FIAT BRAWA 5d стоп-сигнал, 1 отверстие;1995;2001;3348BGSH;5400;0;Бизнес Класс
FIAT;FIAT BRAWO 5d;2007;3000;3365BGSHZ;5200;1;Премиум Класс
FIAT;FIAT DAILY II обогр;2001;3000;3741BGNVL;4800;1;Бизнес Класс
FIAT;FIAT DAILY II обогр;2001;3000;3741BGNVR;4800;1;Бизнес Класс
