5536025050;5536025050;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);юлнпрхгюрнп гюдмхи ОПЮБ;10;;;1;2 089
553602E500;SR1039;;Besf1ts;TUCSON;юлнпрхгюрнп гюдмхи опюбши;1;;;1;2 650
546612H000;SF1056;;Besf1ts;ELANTRA 06-,CEED,I30;юлнпрхгюрнп оепедмхи;10;;;1;1 700
96336487;96336487;;KAP;MATIZ;юлнпрхгюрнп оепедмхи;1;;;1;1 386
96179847;96179847;;GENERAL MOTORS;NEXIA;юлнпрхгюрнп оепедмхи;4;;;1;1 534
0K30A34900H;0K30A34900H;;MOBIS/KIA/HYUNDAI;RIO;юлнпрхгюрнп оепедмхи;10;;;1;1 172
96336487;96336487;;GENERAL MOTORS;MATIZ II (M150);юлнпрхгюрнп оепедмхи (MATIZ КЕБ.);9;;;1;1 716
0K30A34700K;0K30A34700K;;MOBIS/KIA/HYUNDAI;RIO;юлнпрхгюрнп оепедмхи опюбши;1;;;1;1 815
962201C510;9622007500;;MOBIS/KIA/HYUNDAI;GETZ;юмреммю;20;;;1;162
962502D000;962502D000;;MOBIS/KIA/HYUNDAI;ELANTRA;юмреммю щкейрпхвеяйюъ;3;;;1;757
6450125350;6450125050;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);юпйю йнкеяю;4;;;1;1 834
3115038500;3115038500;;MOBIS/KIA/HYUNDAI;SONATA еF 98-;аюй рнокхбмши;5;;;1;9 217
3,12E+05;3,12E+05;;MOBIS/KIA/HYUNDAI;ACCENT/VERNA  2006-;аюй рнокхбмши;4;;;1;5 441
3115007000;3115007000;;MOBIS/KIA/HYUNDAI;PICANTO;аюй рнокхбмши;1;;;1;1 548
866312D000;866312D000;;MOBIS/KIA/HYUNDAI;ELANTRA -03 XD;аюкйю аюлоепю гюдмецн;1;;;1;2 755
8663034550;8663034551;;MOBIS/KIA/HYUNDAI;SONATA 03;аюкйю аюлоепю гюдмецн;3;;;1;405
866303C200;866303C200;;MOBIS/KIA/HYUNDAI;MAGENTIC 06-;аюкйю аюлоепю гюдмецн;1;;;1;2 462
866301C000;866301C000;;MOBIS/KIA/HYUNDAI;GETZ;аюкйю аюлоепю гюдмецн;1;;;1;221
865301A000;865301A000;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);аюкйю аюлоепю оепедмецн;20;;;1;2 340
865304L000;865304L000;;MOBIS/KIA/HYUNDAI;SOLARIS;аюкйю аюлоепю оепедмецн;5;;;1;3 774
218504B001;218504B001;;MOBIS/KIA/HYUNDAI;PORTER;аюкйю дбхцюрекъ;3;;;1;571
;866304L500;;MOBIS/KIA/HYUNDAI;SOLARIS;аюкйю йпеокемхъ гюдмецн аюлоепю;2;;;1;3 631
542104B001;542104B001;;MOBIS/KIA/HYUNDAI;PORTER;аюкйю ондбеяйх оепедмеи;2;;;1;2 046
0K30A26251A;0K30A26251A;;MOBIS/KIA/HYUNDAI;RIO;аюпюаюм рнплнгмни;3;;;1;1 513
571501G000;571501G000;;MOBIS/KIA/HYUNDAI;ACCENT 2006-/RIO 05-;аювнй цсп;5;;;1;266
96618672;96618672;;GENERAL MOTORS;MATIZ II 0.8;аювнй цсп;1;;;1;700
571503S000;571503S000;;MOBIS/KIA/HYUNDAI;SONATA YF (2010-);аювнй цсп;1;;;1;183
571503B000;571503B000;;MOBIS/KIA/HYUNDAI;ECUUS;аювнй цсп;1;;;1;342
96182371;96182371;;DAEWOO;ESPERO;аювнй пюяьхпхрекэмши;1;;;1;231
254303C050;254303C050;;MOBIS/KIA/HYUNDAI;Sonata V (рюцюг);аювнй пюяьхпхрекэмши янд;1;;;1;227
2543125100;2543125100;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);аювнй пюяьхпхрекэмши янд;10;;;1;140
96817343;96817343;;GENERAL MOTORS;AVEO;аювнй пюяьхпхрекэмши янд;10;;;1;424
96813425;96813425;;GENERAL MOTORS;LACETTI (J200);аювнй пюяьхпхрекэмши янд;50;;;1;570
254313J001;254313J001;;MOBIS/KIA/HYUNDAI;VERACRUZ;аювнй пюяьхпхрекэмши янд;1;;;1;171
589201H3A0;589201H3A0;;MOBIS/KIA/HYUNDAI;CEED;акнй юая;1;;;1;22 241
1K30C61190;1K30C61190;;MOBIS/KIA/HYUNDAI;RIO I;акнй сопюбкемхъ оевйни- йнмдхжхнмепнл;1;;;1;746
552202H000;552202H000;;MOBIS/KIA/HYUNDAI;ELANTRA 06-,CEED,I30;анкр;9;;;1;115
610124B000;6101247000;;MOBIS/KIA/HYUNDAI;PORTER;анкр;20;;;1;12
;2212623001;;MOBIS/KIA/HYUNDAI;;анкр M6;20;;;1;10
5455838000;5455838000;;MOBIS/KIA/HYUNDAI;SONATA еF 99-02;анкр бхкйх ярнийх оепедмеи;7;;;1;22
2232137120;2232137120;;MOBIS/KIA/HYUNDAI;RIO;анкр цаж;101;;;1;43
;0K85010135A;;MOBIS/KIA/HYUNDAI;;анкр цнкнбйх акнйю жхкхмдпнб л10;20;;;1;72
5525925000;5525925000;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);анкр гюд/пшвюцю оноеп. мюпсфмши;50;;;1;160
5523029000;5523029000;;MOBIS/KIA/HYUNDAI;SONATA еF 98-;анкр гюдмецн пшвюцю;50;;;1;62
94500905;94500905;;GENERAL MOTORS;NEXIA;анкр йкюоюммни йпшьйх;1;;;1;3
5271225000;527552G000;;MOBIS/KIA/HYUNDAI;SOLARIS;анкр йнкеяю л12;101;;;1;37
;22321830012;;MOBIS/KIA/HYUNDAI;;анкр л12;1;;;1;159
;2240426000;;MOBIS/KIA/HYUNDAI;;анкр л5;101;;;1;8
219200U000;219200U000;;MOBIS/KIA/HYUNDAI;RIO 2011-;анкр л6;1;;;1;45
;2233141001;;MOBIS/KIA/HYUNDAI;;анкр л8;3;;;1;157
2331123000;2331123000;;MOBIS/KIA/HYUNDAI;SANTA FE;анкр люунбхйю;2;;;1;40
5522738001;552273K000;;MOBIS/KIA/HYUNDAI;SONATA EF (рЮцЮГ) 01MY;анкр пецскхпнбйх яунд-пюгбюкю;20;;;1;81
5455925000;5455925000;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);анкр пшвюцю оепедмецн;101;;;1;40
1132212506K;1132212506K;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);анкр ярнийх мхфмхи;20;;;1;56
527552G000;527552G000;;SHANKIT;SOLARIS;анкр ярсохжш л12;50;;;1;8
KH43033694;KH43033694;;MOBIS/KIA/HYUNDAI;SPORTAGE;анкр ясоонпрю;50;;;1;67
96185779;96185779;;GENERAL MOTORS;NEXIA;апшгцнбхй дбхцюрекъ;20;;;1;439
96262667;96262667;;GENERAL MOTORS;REZZO (U100);апшгцнбхй гюдмхи;1;;;1;176
96543261;96543161;;GENERAL MOTORS;AVEO;апшгцнбхй гюдмхи кеб;3;;;1;137
868412L000;868412L000;;MOBIS/KIA/HYUNDAI;i30;апшгцнбхй гюдмхи кебши;10;;;1;107
868411H200;868411H200;;MOBIS/KIA/HYUNDAI;CEED (2010-) 3 DOOR;апшгцнбхй гюдмхи кебши;5;;;1;136
8684125500;8684125500;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);апшгцнбхй гюдмхи кебши;1;;;1;30
868423E510;868423E510;;MOBIS/KIA/HYUNDAI;SORENTO;апшгцнбхй гюдмхи опюбши;2;;;1;105
868421H000;868421H000;;MOBIS/KIA/HYUNDAI;CEED 5 DOOR;апшгцнбхй гюдмхи опюбши;2;;;1;163
868421H200;868421H200;;MOBIS/KIA/HYUNDAI;CEED (2010-) 3 DOOR;апшгцнбхй гюдмхи опюбши;10;;;1;112
868422D000;868422D000;;MOBIS/KIA/HYUNDAI;ELANTRA;апшгцнбхй гюдмхи опюбши;1;;;1;63
KK38651851;KK38651851;;MOBIS/KIA/HYUNDAI;AVELLA;апшгцнбхй оепедмхи кебши;1;;;1;43
8683125500;8683125500;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);апшгцнбхй оепедмхи кебши;20;;;1;34
868323W000;868323W000;;MOBIS/KIA/HYUNDAI;Sport 10-;апшгцнбхй оепедмхи ОПЮБ.;20;;;1;186
8683226000;8683226000;;MOBIS/KIA/HYUNDAI;SANTA FE;апшгцнбхй оепедмхи опюбши;1;;;1;108
8641026900;8641026900;;MOBIS/KIA/HYUNDAI;SANTA FE 00-;астеп йюонрю;3;;;1;88
0K65J25100;0K65J25100;;MOBIS/KIA/HYUNDAI;K2700;бюк йюпдюммши;1;;;1;4 127
432214A000;432214A000;;MOBIS/KIA/HYUNDAI;PORTER;бюк йоо брнпхвмши;1;;;1;2 470
0K2A115025F;0K2A115025F;;MOBIS/KIA/HYUNDAI;SPECTRA (хФЕБЯЙ);бемрхкърнп пюдхюрнпю;10;;;1;1 883
0K30A61710E;0K30A61710E;;MOBIS/KIA/HYUNDAI;RIO;бемрхкърнп пюдхюрнпю яйб б яанпе;1;;;1;2 147
971505A101;971505A101;;MOBIS/KIA/HYUNDAI;HD65,72,78;бемрхкърнп яюкнмю;1;;;1;3 107
96256603;96256603;GCFD004;ONNURI;NEXIA;бемрхкърнп яйб;1;;;1;1 563
1K2A161710;1K2A161710B;;MOBIS/KIA/HYUNDAI;SPECTRA/SHUMA II;бемрхкърнп яйб б яанпе;8;;;1;2 804
0K24361710B;0K24361710B;;MOBIS/KIA/HYUNDAI;Sephia (1997-1998);бемрхкърнп яйб б яанпе;3;;;1;2 130
977303A120;977303A120;H977303A120;HALLA;TRAJET/CARNIVAL;бемрхкърнп яйб б яанпе;1;;;1;327
0K9A261710B;0K9A261710C;;MOBIS/KIA/HYUNDAI;CLARUS;бемрхкърнп яйб б яанпе;1;;;1;2 347
9773022080;9773022080;;MOBIS/KIA/HYUNDAI;ACCENT 1995-;бемрхкърнп яйб б яанпе;1;;;1;2 004
977302D100;977302D100;;MOBIS/KIA/HYUNDAI;ELANTRA 96-;бемрхкърнп яйб б яанпе;1;;;1;1 056
977303J300;977303J300;;MOBIS/KIA/HYUNDAI;IX55;бемрхкърнп яйб б яанпе (аемгхм)( IX55 HYUNDAI);1;;;1;4 968
0K9AE15025;0K9AE15025;;MOBIS/KIA/HYUNDAI;CLARUS;бемрхкърнп янд;1;;;1;887
0K24A15025A;0K24A15025A;;MOBIS/KIA/HYUNDAI;SEPHIA;бемрхкърнп янд;1;;;1;977
0K9B615025;0K9B615025;;MOBIS/KIA/HYUNDAI;CLARUS II;бемрхкърнп янд;3;;;1;934
253801R050;253801R050;;MOBIS/KIA/HYUNDAI;SOLARIS;бемрхкърнп янд;10;;;1;5 121
96553242;96553242;;KAP;LACETTI;бемрхкърнп янд   (Б ЯАНПЕ);1;;;1;1 682
253803A150;253803A150;PXNAA010;PMC;SONATA (рЮЦЮГ);бемрхкърнп янд  S-5 betta (Б ЯАНПЕ);1;;;1;1 617
253802C000;253802C000;;MOBIS/KIA/HYUNDAI;COUPE 02-;бемрхкърнп янд б яанпе;3;;;1;2 033
253802D101;253802D101;;MOBIS/KIA/HYUNDAI;Hyundai Elantra;бемрхкърнп янд б яанпе;1;;;1;1 746
;865793K000;;MOBIS/KIA/HYUNDAI;;бхмр-яюлнпег D=6лл;50;;;1;10
0K2Y211SFX;0K2Y211SFX;;MOBIS/KIA/HYUNDAI;Kia Sephia;бйкюдшьх ьюрсммше 0,50;2;;;1;814
2306038200;2306038200;;MOBIS/KIA/HYUNDAI;SONATAV;бйкюдшьх ьюрсммше STD;1;;;1;474
;5839538000;;MOBIS/KIA/HYUNDAI;;бнгбпюрмюъ опсфхмю ярнъмнвмнцн рнплнгю;8;;;1;88
5826837000;5826837000;;MOBIS/KIA/HYUNDAI;Sonata EF(RUSSIA) (2004-);бнгбпюрмюъ опсфхмю рнплнгмнцн леуюмхглю;10;;;1;48
2821037510;2821037510;;MOBIS/KIA/HYUNDAI;SONATA EF (рЮцЮГ) 01MY;бнгдсунбнд  босяймни;3;;;1;228
2,82E+105;2,82E+105;;MOBIS/KIA/HYUNDAI;SPORTAGE 06-;бнгдсунбнд бемрхкъжхх яюкнмю;5;;;1;149
96238002;96238002;;GENERAL MOTORS;;бнгдсунбнд═тхкэрпю═бнгдсьмнцн;1;;;1;485
8651225000;8651225000;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);бнгдсунгюанпмхй мхфмхи V;50;;;1;33
9,71E+215;FC2008;;Besf1ts;Solar,Rio 11-;бНГДСЬМШИ ТХКЭРП ЯЮКНМЮ АЕЯЙНПОСЯМНИ ЙНМЯРПСЙЖХХ ДКЪ КЕЦЙНБШУ ЮБРНЛН;8;;;1;272
873723D000;873703D000;;MOBIS/KIA/HYUNDAI;SONATA еF 98-;бярюбйю йпшьйх аюцюфмхйю;2;;;1;737
5462022000;5462022000;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);бярюбйю нонпш ярнийх;20;;;1;142
546201G100;546201G100;;MOBIS/KIA/HYUNDAI;RIO III 07-;бярюбйю нонпш ярнийх;10;;;1;150
5455521000;5455521000;;MOBIS/KIA/HYUNDAI;Excel (1987-1989);брскйю;20;;;1;45
5525644000;5525644000;H23HD031;HAN;H-1 07 (2007-)/H100-Porte;брскйю юлнпрхгюрнпю;101;;;1;9
5431144000;5431144000;;MOBIS/KIA/HYUNDAI;PORTER 96-;брскйю юлнпрхгюрнпю;5;;;1;10
5543381000;5543381000;;MOBIS/KIA/HYUNDAI;HD170,250,260,270,500,450;брскйю юлнпрхгюрнпю;20;;;1;37
9862214200;9862214200;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);брскйю аювйю ярейкннлшбюрекъ;10;;;1;17
;212424A020;;MOBIS/KIA/HYUNDAI;;брскйю акнйю жхкхмдпнб;20;;;1;125
4141428001;4141428001;;MOBIS/KIA/HYUNDAI;SONATA (рЮЦЮГ);брскйю бюкю бхкйх яжеокемхъ;2;;;1;27
5,51E+05;5,51E+05;;MOBIS/KIA/HYUNDAI;SPORTAGE 06/ SPORTAGE NEW;брскйю дно. пшвюцю гюдм. ондбеяйх;101;;;1;142
5534338600;5534338600;;MOBIS/KIA/HYUNDAI;SONATA еF 98-;брскйю г/ярнийх нранимюъ бепумъъ;20;;;1;59
2211593010;2211593010;;MOBIS/KIA/HYUNDAI;HD65,72,78,120,COUNTY;брскйю йкюоюмю мюопюбкъчыюъ бшосяйм.;10;;;1;127
414385H000;414385H000;;MOBIS/KIA/HYUNDAI;COUNTY;брскйю оедюкх яжеокемхъ;9;;;1;83
3282645000;3282645000;;MOBIS/KIA/HYUNDAI;COUNTY;брскйю оедюкх яжеокемхъ;20;;;1;17
;8683773004;;MOBIS/KIA/HYUNDAI;;брскйю ондбеяйх;10;;;1;94
;8677973013;;MOBIS/KIA/HYUNDAI;;брскйю ондбеяйх;6;;;1;158
2533625000;2533625000;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);брскйю пюдхюрнпю мхфмъъ;50;;;1;10
5655502000;5655502000;;MOBIS/KIA/HYUNDAI;ATOS;брскйю пеийх пскебни;101;;;1;14
541485A100;541485A100;;MOBIS/KIA/HYUNDAI;COUNTY;брскйю пеяянпш;20;;;1;175
5525744000;5525744000;H23HD032;HAN;STAREX;брскйю пеяянпш;1;;;1;8
552152E500;552152E500;;MOBIS/KIA/HYUNDAI;TUCSON;брскйю пшвюцю г/ондб. мюпсфмъъ;101;;;1;124
545502P000;545502P000;;MOBIS/KIA/HYUNDAI;Sor 09-;брскйю пшвюцю оепедмецн ГЮДМХИ ЯЮИКЕМРАКНЙ;20;;;1;395
437035H000;437035H000;;MOBIS/KIA/HYUNDAI;COUNTY;брскйю пшвюцю оепейкчвемхъ йоо;20;;;1;33
5455525000;5455525000;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);брскйю пшвюцю ондбеяйх;10;;;1;403
3132208001;3132208001;;SSANGYONG;KYRON;брскйю яхмупнмхгюрнпю;1;;;1;974
555131F000;555131F000;;MOBIS/KIA/HYUNDAI;TUCSON 06- 2,0 TCI;брскйю ярюахкхгюрнпю;1;;;1;172
5551329020;5551329020;;MOBIS/KIA/HYUNDAI;ELANTRA -06 XD;брскйю ярюахкхгюрнпю;1;;;1;87
96191890;96191890;CRD027;CAR-DEX;NEXIA;брскйю ярюахкхгюрнпю;2;;;1;35
5481736010;5481736010;;MOBIS/KIA/HYUNDAI;Sonata (1989-1993);брскйю ярюахкхгюрнпю;1;;;1;7
96322618;96322618;;GENERAL MOTORS;MATIZ II (M150);брскйю ярюахкхгюрнпю;2;;;1;72
548131F000;548131F000;;MOBIS/KIA/HYUNDAI;TUCSON 04-;брскйю ярюахкхгюрнпю;2;;;1;127
5551322500;5551322500;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);брскйю ярюахкхгюрнпю гюдмецн;101;;;1;61
5,55E+05;5,55E+05;;MOBIS/KIA/HYUNDAI;SORENTO;брскйю ярюахкхгюрнпю гюдмецн;20;;;1;30
5484138000;5484138000;;MOBIS/KIA/HYUNDAI;SONATA (рЮЦЮГ);брскйю ярюахкхгюрнпю гюдмецн;101;;;1;15
5557726600;5557726600;;MOBIS/KIA/HYUNDAI;SANTA FE;брскйю ярюахкхгюрнпю гюдмецн;2;;;1;147
555132S000;555132S000;;MOBIS/KIA/HYUNDAI;SOLARIS;брскйю ярюахкхгюрнпю гюдмецн;50;;;1;97
555133N200;555133N200;;MOBIS/KIA/HYUNDAI;Sport 10-;брскйю ярюахкхгюрнпю гюдмецн;50;;;1;127
5557738600;5557738600;;MOBIS/KIA/HYUNDAI;SONATA еF 98-;брскйю ярюахкхгюрнпю гюдмецн;101;;;1;87
96839850;96839850;;GENERAL MOTORS;LACETTI (J200);брскйю ярюахкхгюрнпю гюдмецн;50;;;1;81
5557726601;5557726601;;MOBIS/KIA/HYUNDAI;SANTA FE;брскйю ярюахкхгюрнпю гюдмецн;20;;;1;116
555132D100;555132D100;H23HD003;HAN;ELANTRA -06 XD;брскйю ярюахкхгюрнпю гюдмецн;50;;;1;12
96941966;96941966;ARG123213;ARIRANG;LACETTI;"брскйю ярюахкхгюрнпю гюдмецн  (ЯЕДЮМ;У/А)";4;;;1;46
548131C010;548131C010;;MOBIS/KIA/HYUNDAI;GETZ;брскйю ярюахкхгюрнпю оепедмецн;101;;;1;90
0K2N134156;0K2N134156;;SHANKIT;SPECTRA (хФЕБЯЙ);брскйю ярюахкхгюрнпю оепедмецн;1;;;1;9
5481325000;5481325000;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);брскйю ярюахкхгюрнпю оепедмецн;101;;;1;97
548121C000;548121C000;;SHANKIT;GETZ;брскйю ярюахкхгюрнпю оепедмецн;20;;;1;15
5481329000;5481329000;;MOBIS/KIA/HYUNDAI;Lantra;брскйю ярюахкхгюрнпю оепедмецн;8;;;1;70
5481322000;5481322200;H23HD432;HAN;ACCENT 1995-;брскйю ярюахкхгюрнпю оепедмецн;1;;;1;6
5,48E+05;5,48E+05;CRH045;CAR-DEX;TUCSON;брскйю ярюахкхгюрнпю оепедмецн;4;;;1;60
548131C510;548131C510;;MOBIS/KIA/HYUNDAI;GETZ 1,1-1,4;брскйю ярюахкхгюрнпю оепедмецн;2;;;1;132
5481334000;5481334000;;MOBIS/KIA/HYUNDAI;SONATA II-III;брскйю ярюахкхгюрнпю оепедмецн;2;;;1;71
0K2N134156;0K2N134156;H23KA004;HAN;SPECTRA (хФЕБЯЙ);брскйю ярюахкхгюрнпю оепедмецн;20;;;1;13
5481339100;5481339100;;MOBIS/KIA/HYUNDAI;SONATA EF (рЮцЮГ) 01MY;брскйю ярюахкхгюрнпю оепедмецн;101;;;1;91
547164A000;5471643160;;MOBIS/KIA/HYUNDAI;PORTER 96-;брскйю ярнийх ярюахкхгюрнпю гюдмецн;1;;;1;11
;2222472001;;MOBIS/KIA/HYUNDAI;;брскйю рнкйюрекъ йкюоюмю дбхцюрекъ;10;;;1;79
;581684D500;;MOBIS/KIA/HYUNDAI;;брскйю рнплнгмнцн ясоонпрю;8;;;1;85
5525438000;5525438000;;MOBIS/KIA/HYUNDAI;SONATA еF 98-;брскйю ръцх г/ондбеяйх мхфмеи;50;;;1;88
2351741310;2351741310;;MOBIS/KIA/HYUNDAI;HD-72;брскйю ьюрсмю;4;;;1;188
2351742010;2351742010;;MOBIS/KIA/HYUNDAI;PORTER;брскйю ьюрсмю;20;;;1;152
;2351545900;;MOBIS/KIA/HYUNDAI;;брскйю ьюрсмю дбхцюрекъ;1;;;1;440
552582B000;552582B000;;MOBIS/KIA/HYUNDAI;IX55 07-;брскйю-пегхмю;20;;;1;213
4142128030;BC1004;;Besf1ts;ELANTRA (2000 ->);бШФХЛМНИ ОНДЬХОМХЙ Я ЖХКХМДПХВЕЯЙХЛХ ПНКХЙЮЛХ;2;;;1;600
934304B200;934304B200;;MOBIS/KIA/HYUNDAI;PORTER;бшйкчвюрекэ йнмжебни яберю тюп;5;;;1;75
96314357;96314357;CYC131;RAON;MATIZ (M100);бшйкчвюрекэ кюлош гюдмецн ундю;1;;;1;150
9371039800;9371039800;;MOBIS/KIA/HYUNDAI;XG300/350 2000-2005;бшйкчвюрекэ онднцпебю яхдемхъ;2;;;1;121
937103E510;937103E510;;MOBIS/KIA/HYUNDAI;Sor 06-;бшйкчвюрекэ онднцпебю яхдемхъ;1;;;1;90
9343025030;9343025030;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);бшйкчвюрекэ ярейкннвхярхрекеи;1;;;1;480
9357025020YN;9357025020YN;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);бшйкчвюрекэ ярейкнондзелмхйю бндхрекэяйни дбепх;1;;;1;1 600
935702H0109P;935702H0009P;;MOBIS/KIA/HYUNDAI;ELANTRA;бшйкчвюрекэ ярейкнондзелмхйнб;1;;;1;678
96210780;96210780;;GENERAL MOTORS;NEXIA;бшйкчвюрекэ ярейкнондзелмхйнб бнд. дбепх;8;;;1;1 829
9357039500XS;9357039500XS;;MOBIS/KIA/HYUNDAI;XG25/XG30 98-;бшйкчвюрекэ ярейкнондзелмхйнб х гепйюк;4;;;1;2 263
9357039400XS;9357039400XS;;MOBIS/KIA/HYUNDAI;XG25/XG30 98-;бшйкчвюрекэ ярейкнондзелмхйнб х гепйюк;3;;;1;2 122
937401G000RU;937401G000RU;;MOBIS/KIA/HYUNDAI;RIO 05-;бшйкчвюрекэ тюп опнрхбнрслюммшу ОЕПЕДМ.;3;;;1;333
;926607A901;;MOBIS/KIA/HYUNDAI;;цюаюпхрмши тнмюпэ йюахмш;1;;;1;540
5175907000;5175907000;;MOBIS/KIA/HYUNDAI;GETZ 1,4-1,6 (04.2007-);цюийю;10;;;1;28
5455926000;5455926000;;MOBIS/KIA/HYUNDAI;GETZ 1,4-1,6 (04.2007-);цюийю;101;;;1;24
5175645000;5175645000;;MOBIS/KIA/HYUNDAI;COUNTY;цюийю аюпюаюмю бмсрпеммъъ;101;;;1;23
94515410;94515410;;GENERAL MOTORS;MATIZ (M100);цюийю йнкеяю;6;;;1;20
52950M1000;52950M1000;;MOBIS/KIA/HYUNDAI;SANTA FE;цюийю йнкеяю;20;;;1;41
5295014130;5295014130;;MOBIS/KIA/HYUNDAI;Accent (1995-1999)/Sonata;цюийю л10;20;;;1;25
;4321622001;;MOBIS/KIA/HYUNDAI;;цюийю л20;10;;;1;140
KK15126042;KK15126042;;MOBIS/KIA/HYUNDAI;RIO;цюийю ярсохжх гюдмеи;50;;;1;11
5175681002;5175681002;;MOBIS/KIA/HYUNDAI;GRANDBIRD;цюийю ярсохжш;3;;;1;14
5274537000;5274537000;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);цюийю ярсохжш гюдмеи;2;;;1;52
5295014140;5295014140;;MOBIS/KIA/HYUNDAI;SONATA еF 98-;цюийю ярсохжш йнкеяю;20;;;1;39
373002F000;373002F000;;MOBIS/KIA/HYUNDAI;SORENTO 09MY (2009-);цемепюрнп;1;;;1;7 795
2461033050;2461033050;;MOBIS/KIA/HYUNDAI;SONATA еF 98-;цхдпнйнлоемяюрнп;10;;;1;331
287001H230;287001H230;;MOBIS/KIA/HYUNDAI;CEED 10-;цксьхрекэ гюдмхи;2;;;1;6 447
287002F950;287002F950;;MOBIS/KIA/HYUNDAI;CERATO;цксьхрекэ гюдмхи;1;;;1;4 358
96930788;96930788;;GENERAL MOTORS;CAPTIVA;цксьхрекэ гюдмхи;1;;;1;3 605
287003D600;287003D520;;MOBIS/KIA/HYUNDAI;SONATA EF 02-;цксьхрекэ гюдмхи;2;;;1;4 534
287013J150;287013J150;;MOBIS/KIA/HYUNDAI;IX55;цксьхрекэ гюдмхи;2;;;1;3 940
287013J180;287013J180;;MOBIS/KIA/HYUNDAI;IX55;цксьхрекэ гюдмхи;1;;;1;3 940
