8D0805594AD;AU2400090-4000;оюмекэ оепедмъъ 1,8р +ю/я;;;;API;4 140;1
8D0121251M;AI2122;пюдхюрнп 631x399 1,6/1,8/1,9TDi/2,3/2,8 +/- A/C  A;;;;AKS;2 034;1
8D0121251D;AI2110;пюдхюрнп 631x399 2,4/2,6/2,8 +/- A/C 95-96;;;;AKS;1 026;4
8D0853651;AU2400930-0000;пеь╗рйю;;;;API;585;10
8D0807345A3FZ;AU240000G-0L00;пеь╗рйю б аюлоепе кебюъ;;;;API;450;2
8D0807346H3FZ;AU240000G-0R00;пеь╗рйю б аюлоепе опюбюъ;;;;API;450;25
8D0941115B;BR1305621664L;ярейкн тюпш кебне (РХО BOSCH);;;;юЯРЕПЮ;243;9
8D0941116B;BR1305621665R;ярейкн тюпш опюбне (РХО BOSCH);;;;юЯРЕПЮ;243;8
8D0953049;441-1514LOUE;сйюгюрекэ онбнпнрю кебши АЕКШИ  (РХО VALEO);;;;DEPO;279;25
8D0953049A;441-1514L-UE;сйюгюрекэ онбнпнрю кебши АЕКШИ (РХО BOSCH);;;;DEPO;243;24
8D0953050A;441-1514R-UE;сйюгюрекэ онбнпнрю опюбши АЕКШИ  (РХО BOSCH);;;;DEPO;279;24
8D0953050;441-1514ROUE;сйюгюрекэ онбнпнрю опюбши АЕКШИ  (РХО VALEO);;;;DEPO;225;1
8D0 941 029 B;441-1124L-LD-E;тюпю  кебюъ ЛЕУ./ЩКЕЙРП (РХО VALEO);;;;DEPO;1 107;25
8D0 941 030 B;441-1124R-LD-E;тюпю  опюбюъ ЛЕУ./ЩКЕЙР  (РХО VALEO);;;;DEPO;1 107;4
8D0941003B;441-1136L-ND-EM;тюпю кебюъ ОНД ЙНППЕЙРНП кхмг.опнгп. ОНД ЙЯЕМНМ;;;;DEPO;2 178;1
8D0941003A;441-1136L-ND7E;тюпю кебюъ ОНД ЙНППЕЙРНП кхмгнбюммюъ ОПНГПЮВМЮЪ;;;;DEPO;2 520;5
8D0945111D;441-1927L-UE;тнмюпэ кебши 97-;;;;DEPO;1 170;22
8D0945111A;441-1921L-UE;тнмюпэ кебши ФЕКРШИ;;;;DEPO;1 575;14
8D0945112D;441-1927R-UE;тнмюпэ опюбши 97-;;;;DEPO;1 170;17
8D0945112A;441-1921R-UE;тнмюпэ опюбши ФЕКРШИ;;;;DEPO;1 575;15
;;AUDI A4 1999-;;;;;;
8D0823029C;AU2400150-1000;йюонр;;;;API;3 798;4
8D0821105M;AU2400160-1L00;йпшкн оепедмее кебне;;;;API;909;11
8D0821106M;AU2400160-1R00;йпшкн оепедмее опюбне;;;;API;909;10
8D0941699B;BR24008L;ярейкн тюпш опнрхбнрслюммни кебне;;;;юЯРЕПЮ;225;7
8D0941700B;BR24007R;ярейкн тюпш опнрхбнрслюммни опюбне;;;;юЯРЕПЮ;288;8
8D0941029AK;441-1137L-ND-EM;тюпю кебюъ ОНД ЙНППЕЙРНП H7+H7;;;;DEPO;2 061;19
8D0941030AK;441-1137R-ND-EM;тюпю опюбюъ ОНД ЙНППЕЙРНП H7+H7;;;;DEPO;2 061;12
8D0945095G;441-1933L-UE;тнмюпэ кебши;;;;DEPO;1 170;16
8D0945096G;441-1933R-UE;тнмюпэ опюбши;;;;DEPO;1 170;21
;;AUDI A4 2001-;;;;;;
8E0807103FGRU;AU2500000-0000;аюлоеп оепедмхи ЦПСМР/ЯЕПШИ;;;;API;3 600;16
8E1858532HJ01C;VM-009EHR;гепйюкн опюбне ОНД ОНЙПЮЯЙС Я ОНДНЦПЕЛНБ;;;;VIEW MAX;1 485;9
8E0823029;AU2500150-0000;йюонр;;;;API;3 600;18
8E853963GRH;AU42-9000;лнкдхмцх дбепеи 2ЬР. йХРЮИ;;;;NORDEN;1 395;1
8E0805594;AU2500090-0000;оюмекэ оепедмъъ ОКЮЯРХЙ 1,8;;;;API;2 250;6
8E0805594B;AU2500090-2000;оюмекэ оепедмъъ ОКЮЯРХЙ АЕМГ. 1.6L, 2.0L, 2.4L, 3.0L;;;;API;3 015;9
8E080768101C;AU42-R000-L;пеьерйю б аюлоеп кебюъ йХРЮИ;;;;NORDEN;252;11
8E080768201C;AU42-R000-R;пеьерйю б аюлоеп опюбюъ йХРЮИ;;;;NORDEN;252;20
8E0807647;AU42-R000-C;пеьерйю б аюлоеп жемрпюкэмюъ УПНЛ/ВЕПМЮЪ йХРЮИ;;;;NORDEN;909;5
8EO807110;AU2500130-0000;яоникеп оепедмецн аюлоепю;;;;API;1 305;25
;VM-009AGHL;ярейкн гепйюкю кебне ЮЯТЕП;;;;VIEW MAX;468;4
;VM-009GHR;ярейкн гепйюкю опюбне Я ОНДНЦПЕБНЛ;;;;VIEW MAX;513;8
8E0807109;AU250000R-0000;сяхкхрекэ оепедмецн аюлоепю;;;;API;1 296;6
8D0941029AK;AUD7304;тюпю к+оп рЧМХМЦ ВЕПМЮЪ+ЯБЕР. НАНДЙХ;;;;NONAME;6 201;1
8D0941029AK;441-1146L-ND-EM;тюпю кебюъ ОНД ЙНППЕЙРНП;;;;DEPO;2 043;4
8E0941029Q;441-1146L-NDHEM;тюпю кебюъ ОНД ЙЯЕМНМ;;;;DEPO;3 591;3
8D0941030AQ;441-1146R-NDHEM;тюпю опюбюъ ОНД ЙЯЕМНМ;;;;DEPO;3 591;4
8E0941699B;441-2018L-UQ;тюпю опнрхбнрслюммюъ кебюъ;;;;DEPO;756;4
8E5945217;441-1964L-UE;тнмюпэ кебши SDN АЕКШИ ОНБНПНР;;;;DEPO;1 827;14
8E5945218;441-1964R-UE;тнмюпэ опюбши SDN АЕКШИ ОНБНПНР;;;;DEPO;1 827;8
;;AUDI A4 2005-;;;;;;
8E0807105AGRU;AU2600000-0000;аюлоеп оепедмхи Я НРБ ОНД НЛШБ АЕГ НРБ ОНД ОЮПЙ;;;;API;2 340;3
8E0823029B;AU2600150-0000;йюонр;;;;API;3 699;11
8E0821105F;AU2600160-0L00;йпшкн оепедмее кебне;;;;API;927;6
8E0821106F;AU2600160-0R00;йпшкн оепедмее опюбне;;;;API;927;7
8E0807285T1QP;AU260000L-0000;мюйкюдйю оепедмецн аюлоепю ОНД ЦНЯ МНЛЕП;;;;API;945;3
8E0805594F;AU2600090-1000;оюмекэ оепедмъъ 2.0L ALT;;;;API;4 158;15
8E0805594E;AU2600090-0000;оюмекэ оепедмъъ 2.0L BGB;;;;API;3 357;1
8E0853651J1QP;AU2600930-0000;пеьерйю УПНЛ/ВЕПМЮЪ;;;;API;2 412;11
8E0807109J;AU260000R-1000;сяхкхрекэ оепедмецн аюлоепю ЮКЧЛ;;;;API;2 043;7
8E0941700C;446-2002R-UQ;тюпю опнрхбнрслюммюъ опюбюъ;;;;DEPO;909;2
;;AUDI A4 2008-;;;;;;
8K5807303GRU;AU2610870-1000;аюлоеп гюдмхи АЕГ НРБ ОНД ОЮПЙ.;;;;API;5 724;2
8K0807105CGRU;AU2610000-3000;аюлоеп оепедмхи Я НЛШБ. Я ОЮПЙР.;;;;API;4 950;5
8K0823029C;AU2610150-0000;йюонр;;;;API;3 708;25
8K0821105A;AU2610160-0L00;йпшкн оепедмее кебне;;;;API;1 179;5
8K0821106A;AU2610160-0R00;йпшкн оепедмее опюбне;;;;API;1 179;2
8K0805594E;AU2610090-0000;оюмекэ оепедмъъ;;;;API;2 556;19
8T0807313A;AU261087R-0000;сяхкхрекэ оепедмецн аюлоепю;;;;API;2 016;3
8T0941699B;446-2005L-UQ;тюпю опнрхбнрслюммюъ кебюъ;;;;DEPO;702;14
8T0941700B;446-2005R-UQ;тюпю опнрхбнрслюммюъ опюбюъ;;;;DEPO;702;5
8K5945095B;446-1921L-UE;тнмюпэ мюпсфмши кебши LED;;;;DEPO;2 061;1
;;AUDI A5 2007-;;;;;;
8T0807313A;AU261087R-0000;сяхкхрекэ оепедмецн аюлоепю;;;;API;2 016;3
8T0941699;446-2003L-UQ;тюпю опнрхбнрслюммюъ кебюъ;;;;DEPO;657;13
8T0941700;446-2003R-UQ;тюпю опнрхбнрслюммюъ опюбюъ;;;;DEPO;657;9
;;AUDI A6 1994/6-;;;;;;
4A1858532;AU60-500E-R;гепйюкн опюбне ЩКЕЙРП;;;;NORDEN;954;2
4A1858532;VM-044R;гепйюкн опюбне ЩКЕЙРП. Я ОНДНЦП.Я БШОСЙКШЛ ЯРЕЙКНЛ;;;;VIEW MAX;1 638;11
4A08230390;AU1300150-0000;йюонр;;;;API;5 850;4
4B0857535B;VM-039AGHL;ярейкн гепйюкю кебне ЮЯТЕП. Я ОНДНЦПЕБНЛ;;;;VIEW MAX;738;5
4A1857536AA;VM-039GR;ярейкн гепйюкю опюбне БШОСЙКНЕ АЕГ ОНДНЦПЕБЮ;;;;VIEW MAX;297;1
4A0953049D;441-1512L-UE;сйюгюрекэ онбнпнрю кебши АЕКШИ;;;;DEPO;225;1
4A0941029N;441-1118L-LD-EF;тюпю кебюъ H1+H1+H3;;;;DEPO;2 691;19
4A0941030N;441-1118R-LD-EF;тюпю опюбюъ H1+H1+H3;;;;DEPO;2 691;21
4A0945111;441-1923L-UE;тнмюпэ мюпсфмши кебши;;;;DEPO;747;7
4A0945112;441-1923R-UE;тнмюпэ мюпсфмши опюбши;;;;DEPO;747;5
;;AUDI A6 1997-;;;;;;
4B0863823;AU61-0010;гюыхрю йюпрепю йХРЮИ;;;;NORDEN;504;14
4B1858500A;AU61-500E-R;гепйюкн опюбне ЩКЕЙРП Я ОНДНЦПЕЛНБ йХРЮИ;;;;NORDEN;1 980;1
4B1823029;AU1400150-0000;йюонр;;;;API;7 380;1
4B0821105A;AU1400160-0L00;йпшкн оепедмее кебне НЖХМЙНБЮММНЕ;;;;API;1 737;6
4B0821106A;AU1400160-0R00;йпшкн оепедмее опюбне НЖХМЙНБЮММНЕ;;;;API;1 737;2
4B0807173D5PV;AU61-M110-L;онкняйю онд тюпс кебюъ йХРЮИ;;;;NORDEN;297;12
4B0807174D5PV;AU61-M110-R;онкняйю онд тюпс опюбюъ йХРЮИ;;;;NORDEN;297;14
8D0121251M;AI2122;пюдхюрнп 631x399 1,6/1,8/1,9TDi/2,3/2,8 +/- A/C  A;;;;AKS;2 034;1
8D0121251D;AI2110;пюдхюрнп 631x399 2,4/2,6/2,8 +/- A/C 95-96;;;;AKS;1 026;4
4B0807681J01C;AU61-R000-R;пеьерйю б аюлоепе опюбюъ йХРЮИ;;;;NORDEN;234;1
4B0941029K;441-1134L-LD-EM;тюпю кебюъ ОНД ЙНППЕЙРНП;;;;DEPO;2 304;1
4B0941003BJ;441-1192L-LD-EM;тюпю кебюъ ОНД ЙНППЕЙРНП 99-;;;;DEPO;2 583;25
4B0941029M, 1EL007823051;441-1134L-LDHEM;тюпю кебюъ онд йяемнм;;;;DEPO;3 420;1
4B0941004BJ;441-1192R-LD-EM;тюпю опюбюъ ОНД ЙНППЕЙРНП 99-;;;;DEPO;2 583;25
4B0941030M, 1EL007823061;441-1134R-LDHEM;тюпю опюбюъ онд йяемнм;;;;DEPO;3 420;1
4B0941699C;441-2014L-UQ;тюпю опнрхбнрслюммюъ кебюъ -99;;;;DEPO;954;5
4B0941699C;AU61-0201-L;тюпю опнрхбнрслюммюъ кебюъ 99-01 йХРЮИ;;;;NORDEN;540;5
4B0941700C;441-2014R-UQ;тюпю опнрхбнрслюммюъ опюбюъ -99;;;;DEPO;1 017;23
4B0941700C;AU61-0201-R;тюпю опнрхбнрслюммюъ опюбюъ 99-01 йХРЮИ;;;;NORDEN;540;10
4B5945095;441-1943L-UE;тнмюпэ кебши 97-;;;;DEPO;648;15
4B5945095B;441-1967L-UE;тнмюпэ кебши 99-;;;;DEPO;1 278;17
4B5945096;441-1943R-UE;тнмюпэ опюбши 97-;;;;DEPO;648;18
4B5945096B;441-1967R-UE;тнмюпэ опюбши 99-;;;;DEPO;1 278;19
;;AUDI A6 2001-;;;;;;
4B0807103BL7DL;AU1400000-3000;аюлоеп оепедмхи Я НРБ НЛШБ Х О/РСЛЮМЙХ ;;;;API;3 906;9
4B0807103BL7DL;AU62-0000;аюлоеп оепедмхи Я НРБ НЛШБ Х О/РСЛЮМЙХ йХРЮИ;;;;NORDEN;2 718;6
4B0821105B;AU1400160-1L00;йпшкн оепедмее кебне;;;;API;1 530;1
4B0821106B;AU1400160-1R00;йпшкн оепедмее опюбне;;;;API;1 530;25
4B0807173E2ZZ;AU140000M-1L00;лнкдхмц оепедмецн аюлоепю кебши УПНЛ;;;;API;486;24
4B0807174E2ZZ;AU140000M-1R00;лнкдхмц оепедмецн аюлоепю опюбши УПНЛ;;;;API;486;21
4B0853651F;AU62-0930;пеьерйю аег щлакелш йХРЮИ 2001-;;;;NORDEN;639;2
4B0807109P;AU140000R-1000;сяхкхрекэ оепедмецн аюлоепю;;;;API;1 269;4
4B0941003BJ;441-1194L-LD-EM;тюпю кебюъ КХМГНБЮММЮЪ;;;;DEPO;2 664;14
4B0941004BJ;441-1194R-LD-EM;тюпю опюбюъ КХМГНБЮММЮЪ;;;;DEPO;2 664;7
4B0941699C;441-2015L-UQ;тюпю опнрхбнрслюммюъ кебюъ;;;;DEPO;1 053;25
4B0941700C;441-2015R-UQ;тюпю опнрхбнрслюммюъ опюбюъ;;;;DEPO;1 053;25
;;AUDI A6 2004-;;;;;;
4F0823029C;AU1500150-2000;йюонр ЮКЧЛ c АНКЭЬХЛ НРБ;;;;API;13 572;5
4F0821103A;AU1500160-1L00;йпшкн оепедмее кебне ЛЕРЮКК;;;;API;3 015;3
4F0821104A;AU1500160-1R00;йпшкн оепедмее опюбне ЛЕРЮКК;;;;API;2 700;3
4F08530652ZZ;AU150000M-0L00;лнкдхмц аюлоепю кебши УПНЛ;;;;API;450;15
4F08530662ZZ;AU150000M-0R00;лнкдхмц аюлоепю опюбши УПНЛ;;;;API;450;9
4F0805594D;AU1500090-0000;оюмекэ оепедмъъ 4/АЕМГХМ 6 ЖХК;;;;API;2 727;6
4F0121251L;AI2230;пюдхюрнп 675x445 2,4/3,0/3,2 M +/-AC;;;;AKS;1 944;1
4F0121251F;AI2253;пюдхюрнп 675x445 3,0 TD A +/-AC;;;;AKS;2 088;2
4F0807681A01C;AU150000G-0L00;пеьерйю б аюлоеп кебюъ Я НРБ ОНД РСЛ;;;;API;207;17
4F0807682A01C;AU150000G-0R00;пеьерйю б аюлоеп опюбюъ  Я НРБ ОНД РСЛ;;;;API;198;1
4F0807111A;AU150000R-0000;сяхкхрекэ оепедмецн аюлоепю ЮКЧЛ.;;;;API;2 358;22
4F0807111;AU150000R-0100;сяхкхрекэ оепедмецн аюлоепю ЛЕРЮКК;;;;API;1 530;5
4F0807111A;AU150000R-1100;сяхкхрекэ оепедмецн аюлоепю ЯРЮКЭ.;;;;API;2 367;5
8F0941029E;446-1112L-LDHEM;тюпю кебюъ ОНД ЙЯЕМНМ;;;;DEPO;5 562;16
4F0941004A;446-1111R-LD-EM;тюпю опюбюъ ОНД ЙНППЕЙРНП;;;;DEPO;3 231;6
8F0941030E;446-1112R-LDHEM;тюпю опюбюъ ОНД ЙЯЕМНМ;;;;DEPO;5 562;16
4F0941699;446-2001L-UQ;тюпю опнрхбнрслюммюъ кебюъ;;;;DEPO;783;13
4F5945095D;446-1902L-UE;тнмюпэ кебши -09;;;;DEPO;1 530;1
4F5945096D;446-1902R-UE;тнмюпэ опюбши -09;;;;DEPO;1 530;5
;;AUDI A6 2009-;;;;;;
4F0941029CP;446-1124L-LDHEM;тюпю кебюъ ОНД ЙЯЕМНМ LED;;;;DEPO;8 577;3
4F0941030CP;446-1124R-LDHEM;тюпю опюбюъ ОНД ЙЯЕМНМ LED;;;;DEPO;8 577;3
8T0941699B;446-2005L-UQ;тюпю опнрхбнрслюммюъ кебюъ;;;;DEPO;702;14
8T0941700B;446-2005R-UQ;тюпю опнрхбнрслюммюъ опюбюъ;;;;DEPO;702;5
